T1,T2,T1C,T2C,Count
nurse_unit,location_group,location_cd,parent_loc_cd,8
orc_resource_list,profile_task_r,catalog_cd,catalog_cd,8
order_action,charge,order_id,order_id,8
order_catalog,collection_info_qualifiers,catalog_cd,catalog_cd,8
order_catalog_synonym,order_catalog_synonym,catalog_cd,catalog_cd,8
order_ingredient,order_product,order_id,order_id,8
order_sentence,cs_component,order_sentence_id,order_sentence_id,8
orders,rad_exam,order_id,order_id,8
orders,tracking_item,encntr_id,encntr_id,8
orders,tracking_item,person_id,person_id,8
organization,pft_collection_agency,organization_id,organization_id,8
pat_ed_doc_activity,pat_ed_document,pat_ed_doc_id,pat_ed_document_id,8
pathway,pathway_catalog,pathway_catalog_id,pathway_catalog_id,8
pathway_catalog,pw_cat_reltn,pathway_catalog_id,pw_cat_t_id,8
patient_dispense,product,product_id,product_id,8
pca_quality_topic_control,pca_quality_topic,pca_quality_topic_id,pca_quality_topic_id,8
perform_result,resource_group,service_resource_cd,child_service_resource_cd,8
person,ce_event_action,person_id,person_id,8
person,interface_charge,person_id,referring_phys_id,8
person,mic_stat_order,person_id,person_id,8
person,omf_radmgmt_order_st,person_id,patient_id,8
person,pathology_case,person_id,person_id,8
person,person_info,person_id,person_id,8
person,person_person_reltn,person_id,person_id,8
person_alias,person_alias,person_id,person_id,8
pft_acct_reltn,person,parent_entity_id,person_id,8
pft_charge,rc_f_revenue,pft_charge_id,mill_pft_charge_id,8
pft_combine_log,account,from_xxx_id,acct_id,8
pft_encntr,pft_pending_bill,pft_encntr_id,pft_encntr_id,8
phone,health_plan,parent_entity_id,health_plan_id,8
price_sched,med_oe_defaults,price_sched_id,price_sched_id,8
procedure,proc_prsnl_reltn,procedure_id,procedure_id,8
prod_dispense_hx,medication_definition,item_id,item_id,8
profile_task_r,orders,catalog_cd,catalog_cd,8
prsnl,eks_dlg_event,person_id,updt_id,8
prsnl,mic_stat_order,person_id,collect_prsnl_id,8
prsnl,orders,person_id,updt_id,8
prsnl,person_info,person_id,updt_id,8
prsnl,sch_resource,person_id,person_id,8
prsnl,tracking_prv_reln,person_id,tracking_provider_id,8
pw_cat_flex,pathway_comp,pathway_catalog_id,pathway_catalog_id,8
pw_cat_reltn,pathway_catalog,pw_cat_t_id,pathway_catalog_id,8
rc_d_billing_entity,rc_f_revenue,rc_d_billing_entity_id,rc_d_billing_entity_id,8
rc_d_gl_alias,rc_f_revenue,rc_d_gl_alias_id,rc_d_gl_alias_id,8
rc_f_patient_ar_balance,pft_encntr,mill_encounter_id,pft_encntr_id,8
report_detail_task,ce_event_prsnl,event_id,event_id,8
resource_accession_r,control_lot,control_id,control_id,8
resource_lot_r,control_lot,lot_id,lot_id,8
rx_image_hx,rx_image_hx,image_id,image_id,8
sa_ref_group_action_item_r,sa_action_item,sa_ref_action_item_id,sa_ref_action_item_id,8
scd_story,scd_term,scd_story_id,scd_story_id,8
sch_booking,sch_appt,booking_id,booking_id,8
sch_event,sch_event_patient,sch_event_id,sch_event_id,8
sch_list_role,sch_resource_list,res_list_id,res_list_id,8
sch_res_group,sch_res_list,res_group_id,res_group_id,8
sch_resource_list,sch_list_role,res_list_id,res_list_id,8
scr_term_hier,scd_term,scr_term_hier_id,scr_term_hier_id,8
shr_d_location,rc_f_revenue,shr_d_location_id,shr_d_patient_location_id,8
surgical_case,sn_implant_log_st,surg_case_id,surg_case_id,8
task_activity,prsnl,performed_prsnl_id,person_id,8
track_reference,tracking_prsnl,tracking_ref_id,tracking_prsnl_task_id,8
tracking_item,tracking_locator,tracking_id,tracking_id,8
tracking_prsnl,tracking_checkin,person_id,primary_doc_id,8
transfusion,product_event,product_id,product_id,8
um_charge_event_st,clinical_event,order_id,order_id,8
um_charge_event_st,order_catalog,catalog_cd,catalog_cd,8
account,daily_acct_bal,acct_id,acct_id,7
address,encntr_plan_reltn,parent_entity_id,encntr_plan_reltn_id,7
alpha_responses,nomenclature,nomenclature_id,nomenclature_id,7
alt_sel_cat,prsnl,owner_id,person_id,7
application,app_prefs,application_number,application_number,7
application_access,application_group,app_group_cd,app_group_cd,7
application_task,application_task_r,task_number,task_number,7
bo_hp_reltn,pft_proration,bo_hp_reltn_id,bo_hp_reltn_id,7
case_report,report_task,report_id,report_id,7
ce_event_prsnl,scd_story,event_id,event_id,7
charge,order_radiology,order_id,parent_order_id,7
charge_event,person,person_id,person_id,7
charge_event_act,charge_event,charge_event_id,charge_event_id,7
chart_group,chart_grp_evnt_set,chart_group_id,chart_group_id,7
clinical_event,ce_intake_output_result,person_id,person_id,7
clinical_event,ce_specimen_coll,event_id,event_id,7
clinical_event,dcp_forms_activity,encntr_id,encntr_id,7
clinical_event,order_radiology,order_id,order_id,7
clinical_event,sch_appt,person_id,person_id,7
clinical_event,tracking_item,encntr_id,encntr_id,7
cmt_cross_map,mltm_order_catalog_load,target_concept_cki,synonym_concept_cki,7
code_value_extension,code_value_group,code_value,parent_code_value,7
code_value_outbound,code_value_event_r,code_value,event_cd,7
code_value_outbound,code_value_event_r,code_value,parent_cd,7
container_event,prsnl,drawn_id,person_id,7
cqm_ropresults_tr_1,cqm_ropresults_que,queue_id,queue_id,7
data_map,discrete_task_assay,task_assay_cd,task_assay_cd,7
dcp_forms_def,dcp_section_ref,dcp_section_ref_id,dcp_section_ref_id,7
dcp_output_route,order_catalog,dcp_output_route_id,requisition_routing_cd,7
dcp_section_ref,dcp_input_ref,dcp_section_instance_id,dcp_section_instance_id,7
device_xref,output_dest,device_cd,device_cd,7
discrete_task_assay,clinical_event,event_cd,event_cd,7
dispense_hx,charge_event,order_id,order_id,7
drg,nomenclature,nomenclature_id,nomenclature_id,7
eks_module_audit_temp,eks_module,module_name,module_name,7
encntr_alias,dcp_forms_activity,encntr_id,encntr_id,7
encntr_alias,mic_stat_order,encntr_id,encntr_id,7
encntr_info_hist,encntr_info,encntr_info_id,encntr_info_id,7
encntr_loc_hist,charge,encntr_id,encntr_id,7
encounter,allergy,person_id,person_id,7
encounter,charge,person_id,person_id,7
encounter,encntr_info,encntr_id,encntr_id,7
encounter,encounter,person_id,person_id,7
encounter,lh_cnt_ic_patient_pop,encntr_id,encntr_id,7
encounter,pm_transaction,encntr_id,n_encntr_id,7
encounter,task_activity,person_id,person_id,7
health_plan,health_plan_alias,health_plan_id,health_plan_id,7
interp_data,perform_result,interp_data_id,interp_data_id,7
item_control_info,object_identifier_index,item_id,object_id,7
lh_cnt_ic_patient_pop,lh_cnt_ic_patient_device,lh_cnt_ic_patient_pop_id,lh_cnt_ic_patient_pop_id,7
lh_d_query,lh_amb_event_data_2017,d_query_id,d_query_id,7
lh_mu_ep_metrics_reltn,lh_mu_fx_metrics,lh_mu_fx_metrics_id,lh_mu_fx_metrics_id,7
manufacturer_item,object_identifier_index,item_id,object_id,7
note_phrase,note_phrase_comp,note_phrase_id,note_phrase_id,7
object_identifier_index,medication_definition,object_id,item_id,7
object_identifier_index,pref_card_pick_list,object_id,item_id,7
order_action,mic_task_log,order_id,order_id,7
order_action,order_laboratory,order_id,order_id,7
order_catalog_synonym,object_identifier_index,item_id,object_id,7
order_detail,charge,order_id,order_id,7
order_dispense,dispense_category,dispense_category_cd,dispense_category_cd,7
order_dispense,fill_print_ord_hx,order_id,order_id,7
order_ingredient,fill_print_ord_hx,order_id,order_id,7
order_review,prsnl,review_personnel_id,person_id,7
order_serv_res_container,accession_order_r,order_id,order_id,7
orders,charge_event,order_id,ext_m_event_id,7
orders,eks_dlg_event,order_id,trigger_order_id,7
orders,mic_order_lab,order_id,order_id,7
orders,order_recon,encntr_id,encntr_id,7
output_dest,chart_request,output_dest_cd,output_dest_cd,7
pathology_case,prsnl,accession_prsnl_id,person_id,7
pathway_catalog,pw_cat_flex,pathway_catalog_id,pathway_catalog_id,7
person,pregnancy_instance,person_id,person_id,7
person,sch_event_action,person_id,action_prsnl_id,7
person_combine,person,from_person_id,person_id,7
person_info,encounter,person_id,person_id,7
pft_encntr,charge,encntr_id,encntr_id,7
pft_queue_item,pft_encntr,pft_encntr_id,pft_encntr_id,7
pft_trans_reltn,pft_charge,parent_entity_id,pft_charge_id,7
pm_rpt_field,pm_rpt_filter,field_id,field_id,7
pm_rpt_field,pm_rpt_group,field_id,field_id,7
pm_rpt_field,pm_rpt_header,field_id,field_id,7
pm_rpt_field,pm_rpt_order,field_id,field_id,7
pm_rpt_header,pm_rpt_group,header_id,header_id,7
problem_comment,problem,problem_id,problem_id,7
processing_task,order_action,order_id,order_id,7
product,blood_product,product_id,product_id,7
product_event,orders,order_id,order_id,7
prsnl,ce_event_action,person_id,action_prsnl_id,7
prsnl,cv_proc,person_id,order_physician_id,7
prsnl,dcp_shift_assignment,person_id,prsnl_id,7
prsnl,diagnosis,person_id,diag_prsnl_id,7
prsnl,encntr_info_hist,person_id,updt_id,7
prsnl,med_admin_alert,person_id,prsnl_id,7
prsnl,med_admin_ident_error,person_id,prsnl_id,7
prsnl,orders,person_id,status_prsnl_id,7
prsnl,person,person_id,updt_id,7
prsnl,pft_queue_item,person_id,assigned_prsnl_id,7
prsnl,preference_card,person_id,prsnl_id,7
prsnl,tracking_prsnl,person_id,person_id,7
prsnl_group,ce_event_action,prsnl_group_id,action_prsnl_group_id,7
prsnl_group,preference_card,prsnl_group_id,surg_specialty_id,7
prsnl_org_reltn,encounter,organization_id,organization_id,7
rc_f_revenue,pft_charge,mill_pft_charge_id,pft_charge_id,7
report_queue,session_xref,output_handle_id,output_handle_id,7
room,encounter,location_cd,loc_room_cd,7
sa_ref_action_item,sa_ref_group_action_item_r,sa_ref_action_item_id,sa_ref_action_item_id,7
sch_appt,sch_event_patient,sch_event_id,sch_event_id,7
sch_appt,sch_list_slot,resource_cd,resource_cd,7
sch_res_list,sch_list_res,resource_cd,resource_cd,7
sch_resource,sch_list_res,resource_cd,resource_cd,7
statement_cycle,pft_encntr,statement_cycle_id,statement_cycle_id,7
surg_case_procedure,case_cart_pick_list,surg_case_proc_id,surg_case_proc_id,7
task_activity,prsnl,msg_sender_id,person_id,7
tracking_event,tracking_checkin,tracking_id,tracking_id,7
tracking_prsnl,prsnl,person_id,person_id,7
trans_log,gl_trans_log,activity_id,activity_id,7
um_charge_event_st,encntr_alias,encntr_id,encntr_id,7
accession_order_r,container_accession,accession_id,accession_id,6
accession_order_r,mic_task_log,order_id,order_id,6
allergy,encntr_alias,encntr_id,encntr_id,6
ap_case_synoptic_ws,report_detail_task,report_id,report_id,6
application,application_context,application_number,application_number,6
application,application_task_r,application_number,application_number,6
application_task_r,application_task,task_number,task_number,6
assay_processing_r,discrete_task_assay,task_assay_cd,task_assay_cd,6
at_acct_reltn,acct_template,acct_templ_id,acct_templ_id,6
at_acct_reltn,be_at_reltn,acct_templ_id,acct_templ_id,6
bed,encntr_domain,location_cd,loc_bed_cd,6
bill_item,order_radiology,ext_parent_reference_id,catalog_cd,6
bill_only_proc_reltn,discrete_task_assay,entity_id,task_assay_cd,6
billing_entity,organization,organization_id,organization_id,6
bmdi_monitored_device,bmdi_acquired_results,monitored_device_id,monitored_device_id,6
br_datamart_value,v500_event_set_canon,parent_entity_id,parent_event_set_cd,6
case_cart,surgical_case,surg_case_id,surg_case_id,6
case_specimen,cassette,case_specimen_id,case_specimen_id,6
ce_event_prsnl,him_pv_document,event_id,event_id,6
ce_string_result,clinical_event,event_id,event_id,6
charge_event,orders,order_id,order_id,6
clinical_event,discrete_task_assay,event_cd,event_cd,6
clinical_event,lh_mu_fx_2_details,clinical_event_id,parent_entity_id,6
clinical_event,scd_story,person_id,person_id,6
corsp_log_reltn,activity_log,activity_id,activity_id,6
cqm_listener_config,cqm_oeninterface_tr_1,listener_id,listener_id,6
cqm_mdresults_tr_1,cqm_mdresults_que,queue_id,queue_id,6
cqm_micresults_tr_1,cqm_micresults_que,queue_id,queue_id,6
cqm_microdnld_tr_1,cqm_microdnld_que,queue_id,queue_id,6
cr_report_template,device_output_reltn,template_id,template_id,6
ct_document,prot_amendment,prot_amendment_id,prot_amendment_id,6
ct_document_version,ct_document,ct_document_id,ct_document_id,6
dcp_pl_argument,dcp_patient_list,patient_list_id,patient_list_id,6
device_output_reltn,device,device_cd,device_cd,6
dispense_hx,charge_event,dispense_hx_id,ext_p_event_id,6
dispense_hx,fill_print_ord_hx,dispense_hx_id,dispense_id,6
dispense_hx,prsnl,updt_id,person_id,6
dynamic_label_template,discrete_task_assay,label_template_id,label_template_id,6
email_info,task_activity,email_info_id,msg_sender_email_info_id,6
encntr_alias,encntr_prsnl_reltn,encntr_id,encntr_id,6
encntr_alias,fill_print_ord_hx,encntr_id,encntr_id,6
encntr_alias,omf_radmgmt_order_st,encntr_id,encntr_id,6
encntr_care_mgmt_comm,outputctx,handle_id,handle_id,6
encntr_combine,charge,from_encntr_id,encntr_id,6
encntr_domain,nurse_unit,loc_nurse_unit_cd,location_cd,6
encntr_loc_hist,tracking_item,encntr_id,encntr_id,6
encntr_plan_reltn,encntr_loc_hist,encntr_id,encntr_id,6
encntr_prsnl_reltn,clinical_event,encntr_id,encntr_id,6
encntr_prsnl_reltn,encntr_loc_hist,encntr_id,encntr_id,6
encounter,ce_event_action,encntr_id,encntr_id,6
encounter,cust_qb_snapshot,encntr_id,encntr_id,6
encounter,diagnosis,person_id,person_id,6
encounter,scd_story,encntr_id,encounter_id,6
encounter,um_charge_event_st,encntr_id,encntr_id,6
esi_log,encounter,encntr_id,encntr_id,6
fill_print_ord_hx,dispense_hx,dispense_id,dispense_hx_id,6
health_plan,charge,health_plan_id,health_plan_id,6
health_plan_alias,encntr_plan_reltn,health_plan_id,health_plan_id,6
interface_charge,prsnl,adm_phys_id,person_id,6
lh_mu_fx_2_metrics,lh_d_nurse_unit,d_discharge_nurse_unit_id,d_nurse_unit_id,6
manufacturer_item,prod_dispense_hx,item_id,manf_item_id,6
med_dispense,charge_event,item_id,ext_i_event_id,6
med_flex_object_idx,med_cost_hx,parent_entity_id,med_product_id,6
med_identifier,charge_event,item_id,ext_i_event_id,6
med_identifier,med_def_flex,item_id,item_id,6
medication_definition,med_dispense,item_id,item_id,6
mic_ar_order,prsnl,updt_id,person_id,6
mic_group_response,mic_group_response_mbr,group_response_id,group_response_id,6
mic_stat_order,mic_stat_task,order_id,order_id,6
mic_task_log,charge,order_id,order_id,6
mic_valid_panel,mic_valid_sus_panel,valid_panel_id,valid_panel_id,6
nomenclature,charge_event_mod,nomenclature_id,nomen_id,6
nomenclature,pft_rvu_content,nomenclature_id,proc_nomen_id,6
nomenclature,yrmc_measures,concept_cki,concept_cki,6
object_identifier_index,prod_dispense_hx,object_id,item_id,6
object_identifier_index,prod_dispense_hx,object_id,manf_item_id,6
oen_personality,oen_procinfo,interfaceid,interfaceid,6
order_catalog,clinical_event,catalog_cd,catalog_cd,6
order_catalog,exam_reason,catalog_cd,catalog_cd,6
order_catalog,procedure_specimen_type,catalog_cd,catalog_cd,6
order_catalog,sch_order_loc,catalog_cd,catalog_cd,6
order_catalog_item_r,order_catalog_synonym,catalog_cd,catalog_cd,6
order_catalog_synonym,med_oe_defaults,synonym_id,ord_as_synonym_id,6
order_detail,order_dispense,order_id,order_id,6
order_dispense,order_action,order_id,order_id,6
order_entry_format_parent,order_catalog,oe_format_id,oe_format_id,6
order_radiology,order_action,order_id,order_id,6
order_radiology,orders,encntr_id,encntr_id,6
order_radiology,person_alias,person_id,person_id,6
order_serv_res_container,clinical_event,order_id,order_id,6
order_serv_res_container,mic_order_lab,order_id,order_id,6
order_task_position_xref,order_task,reference_task_id,reference_task_id,6
orders,surg_case_procedure,order_id,order_id,6
org_set_prsnl_r,org_set,org_set_id,org_set_id,6
organization,bo_hp_reltn,organization_id,payor_org_id,6
organization,encntr_type_params,organization_id,organization_id,6
organization,org_alias_pool_reltn,organization_id,organization_id,6
outputctx,session_xref,handle_id,output_handle_id,6
pat_ed_document,pat_ed_doc_followup,pat_ed_document_id,pat_ed_doc_id,6
pathology_case,prsnl,requesting_physician_id,person_id,6
pathology_case,surgical_case,encntr_id,encntr_id,6
pathway,encntr_alias,encntr_id,encntr_id,6
pathway,pathway_action,pathway_id,pathway_id,6
pathway,person,person_id,person_id,6
pathway,prsnl,status_prsnl_id,person_id,6
patient_dispense,product_event,product_event_id,product_event_id,6
perform_result,csm_req_ref_cd_xref,perform_result_id,parent_entity_id,6
person,cv_proc,person_id,person_id,6
person,empi_process_log,person_id,person_id,6
person,order_review,person_id,provider_id,6
person_alias,encntr_person_reltn,person_id,related_person_id,6
person_alias,person_alias,alias,alias,6
person_person_reltn,person_plan_reltn,related_person_id,subscriber_person_id,6
person_plan_profile_reltn,person_plan_profile,person_plan_profile_id,person_plan_profile_id,6
person_plan_reltn,health_plan,health_plan_id,health_plan_id,6
person_plan_reltn,person_alias,person_id,person_id,6
person_plan_reltn,person_plan_profile_reltn,person_plan_reltn_id,person_plan_reltn_id,6
person_prsnl_reltn,prsnl_alias,prsnl_person_id,person_id,6
pft_acct_reltn,person_combine,parent_entity_id,from_person_id,6
pft_encntr,corsp_log_reltn,pft_encntr_id,pft_encntr_id,6
pft_encntr,pft_queue_item,pft_encntr_id,pft_encntr_id,6
pft_hold,pft_encntr,parent_entity_id,billing_entity_id,6
pft_proration,pft_encntr,pft_encntr_id,pft_encntr_id,6
pft_rvu_content,charge_mod,proc_nomen_id,nomen_id,6
pft_trans_reltn,bo_hp_reltn,benefit_order_id,bo_hp_reltn_id,6
pha_prod_disp_obs_st,encounter,encntr_id,encntr_id,6
pref_card_pick_list,preference_card,pref_card_id,pref_card_id,6
prefdir_entrydata,prefdir_context,entry_id,entry_id,6
prefdir_entrydata,prefdir_entrydata,parent_id,entry_id,6
prefdir_group,prefdir_context,entry_id,entry_id,6
prefdir_policy,prefdir_context,entry_id,entry_id,6
pregnancy_child,pregnancy_instance,pregnancy_id,pregnancy_id,6
problem_prsnl_r,problem,problem_id,problem_id,6
prsnl,activity_log,person_id,created_prsnl_id,6
prsnl,alt_sel_cat,person_id,owner_id,6
prsnl,ce_event_prsnl,person_id,request_prsnl_id,6
prsnl,container_event,person_id,drawn_id,6
prsnl,dcp_forms_activity,person_id,updt_id,6
prsnl,device_xref,person_id,parent_entity_id,6
prsnl,eks_dlg_event,person_id,dlg_prsnl_id,6
prsnl,him_pv_document,person_id,action_prsnl_id,6
prsnl,order_action,person_id,updt_id,6
prsnl,rad_init_read,person_id,read_by_id,6
prsnl,task_activity,person_id,performed_prsnl_id,6
prsnl_group,cv_proc,prsnl_group_id,phys_group_id,6
prsnl_group,task_activity_assignment,prsnl_group_id,assign_prsnl_group_id,6
ref_text,long_blob,text_entity_id,long_blob_id,6
ref_text_reltn,order_catalog,parent_entity_id,catalog_cd,6
report_history_grouping_r,clinical_event,task_assay_cd,task_assay_cd,6
resource_group,service_resource,child_service_resource_cd,service_resource_cd,6
result_comment,perform_result,result_id,result_id,6
result_event,result,result_id,result_id,6
scd_story,ce_event_prsnl,event_id,event_id,6
sch_appt,sch_appt_def,apply_def_id,apply_def_id,6
sch_appt,sch_resource,resource_cd,resource_cd,6
sch_appt_loc,sch_resource_list,res_list_id,res_list_id,6
sch_appt_type,sch_appt_loc,appt_type_cd,appt_type_cd,6
sch_book_list,sch_book_list,appt_book_id,child_appt_book_id,6
sch_booking,sch_appt_type,appt_type_cd,appt_type_cd,6
sch_event_action,prsnl,action_prsnl_id,person_id,6
sch_event_attach,orders,order_id,order_id,6
sch_event_attach,surgical_case,sch_event_id,sch_event_id,6
sch_event_patient,encounter,encntr_id,encntr_id,6
sch_flex_string,sch_sub_list,sch_flex_id,sch_flex_id,6
sch_list_role,sch_list_res,list_role_id,list_role_id,6
sch_list_slot,sch_list_res,list_role_id,list_role_id,6
sch_sub_list,sch_template,template_id,template_id,6
scheduled_day_of_week,frequency_schedule,frequency_cd,frequency_cd,6
sn_surg_case_proc_cpt,nomenclature,nomenclature_id,nomenclature_id,6
sn_surg_case_proc_cpt,surg_case_procedure,surg_case_proc_id,surg_case_proc_id,6
station,output_dest,output_dest_cd,output_dest_cd,6
surg_proc_detail,order_catalog,catalog_cd,catalog_cd,6
surgical_case,case_attendance,surg_case_id,surg_case_id,6
surgical_case,sa_anesthesia_record,surg_case_id,surgical_case_id,6
task_access,application_task,task_number,task_number,6
task_activity,encntr_domain,encntr_id,encntr_id,6
task_discrete_r,order_task,reference_task_id,reference_task_id,6
tier_matrix,tier_matrix,tier_group_cd,tier_group_cd,6
time_zone_r,location,parent_entity_id,location_cd,6
trans_log,pft_trans_alias,trans_alias_id,pft_trans_alias_id,6
yrmc_measures,clinical_event,code_value,event_cd,6
accept_format_flexing,oe_format_fields,oe_format_id,oe_format_id,5
allergy,encntr_domain,person_id,person_id,5
allergy,encounter,encntr_id,encntr_id,5
allergy_comment,allergy,allergy_id,allergy_id,5
alt_sel_cat,alt_sel_list,alt_sel_category_id,child_alt_sel_cat_id,5
ap_prefix,pathology_case,prefix_id,prefix_id,5
ap_tag,processing_task,tag_id,case_specimen_tag_id,5
application,detail_prefs,application_number,application_number,5
batch_trans_file,denial,corsp_activity_id,corsp_activity_id,5
br_datam_val_set,br_datamart_filter,br_datam_val_set_id,expected_action_value_set_id,5
br_datam_val_set_item_meas,br_datam_val_set_item,br_datam_val_set_item_id,br_datam_val_set_item_id,5
br_datamart_category,mp_viewpoint_reltn,br_datamart_category_id,br_datamart_category_id,5
case_cart_pick_list,case_cart,case_cart_id,case_cart_id,5
cassette,processing_task,case_specimen_id,case_specimen_id,5
ce_dynamic_label,encounter,person_id,person_id,5
ce_linked_result,order_radiology,event_id,group_event_id,5
charting_operations_prsnl,charting_operations,charting_operations_id,charting_operations_id,5
clinical_event,ce_intake_output_result,event_id,reference_event_id,5
clinical_event,charge,encntr_id,encntr_id,5
clinical_event,dcp_forms_activity_comp,event_id,parent_entity_id,5
clinical_event,him_event_allocation,parent_event_id,event_id,5
clinical_event,note_type,event_cd,event_cd,5
clinical_event,order_radiology,accession_nbr,accession,5
clinical_event,order_radiology,person_id,person_id,5
clinical_event,prsnl,updt_id,person_id,5
code_value_outbound,person,code_value,religion_cd,5
csm_categories,csm_requests,csm_cat_id,csm_cat_id,5
csm_sub_categories,csm_requests,csm_sub_cat_id,csm_sub_cat_id,5
cyto_screening_limits,cyto_screening_security,prsnl_id,prsnl_id,5
dcp_forms_def,dcp_input_ref,dcp_section_ref_id,dcp_section_ref_id,5
dd_contribution,dd_session,dd_contribution_id,parent_entity_id,5
department,service_resource,service_resource_cd,service_resource_cd,5
dept_dup_check,order_catalog,catalog_cd,catalog_cd,5
diagnosis,order_recon,encntr_id,encntr_id,5
diagnosis,orders,encntr_id,encntr_id,5
discrete_task_assay,doc_set_element_ref,task_assay_cd,task_assay_cd,5
discrete_task_assay,dynamic_label_template,label_template_id,label_template_id,5
discrete_task_assay,v500_event_set_explode,event_cd,event_cd,5
doc_set_element_ref,doc_set_section_ref_r,doc_set_section_ref_id,doc_set_section_ref_id,5
doc_set_section_ref,doc_set_section_ref_r,doc_set_section_ref_id,doc_set_section_ref_id,5
doc_set_section_ref_r,dynamic_label_template,doc_set_ref_id,doc_set_ref_id,5
dynamic_label_template,doc_set_ref,doc_set_ref_id,doc_set_ref_id,5
dynamic_label_template,doc_set_section_ref_r,doc_set_ref_id,doc_set_ref_id,5
eks_dlg_event_attr,eks_dlg_event,dlg_event_id,dlg_event_id,5
encntr_alias,cds_batch_content_hist,encntr_id,parent_entity_id,5
encntr_domain,task_activity,encntr_id,encntr_id,5
encntr_info,encntr_domain,encntr_id,encntr_id,5
encntr_loc_hist,encntr_plan_reltn,encntr_id,encntr_id,5
encntr_person_reltn,person,related_person_id,person_id,5
encntr_plan_reltn,encntr_plan_reltn,encntr_id,encntr_id,5
encntr_plan_reltn,pft_encntr,encntr_id,encntr_id,5
encounter,chart_request,encntr_id,encntr_id,5
encounter,encntr_care_mgmt_comm,encntr_id,encntr_id,5
encounter,encntr_person_reltn,encntr_id,encntr_id,5
encounter,lh_mu_fx_2_metrics,encntr_id,encntr_id,5
encounter,mic_stat_order,encntr_id,encntr_id,5
encounter,phone,person_id,parent_entity_id,5
encounter,pregnancy_instance,person_id,person_id,5
episode_encntr_reltn,episode,episode_id,episode_id,5
esi_log,oen_txlog,tx_key,tx_key,5
fill_cycle_hx,fill_batch_hx,fill_hx_id,fill_hx_id,5
health_plan,org_plan_reltn,health_plan_id,health_plan_id,5
health_plan,pft_proration,health_plan_id,health_plan_id,5
him_event_allocation,him_pv_document,encntr_id,encntr_id,5
him_pv_document,him_pv_chart,encntr_id,encntr_id,5
him_pv_physician,prsnl_alias,person_id,person_id,5
hm_expect,hm_recommendation,expect_id,expect_id,5
interface_charge,encntr_alias,encntr_id,encntr_id,5
item_definition,med_def_flex,item_id,item_id,5
lh_d_nurse_unit,encounter,loc_nurse_unit_cd,loc_nurse_unit_cd,5
location,billing_entity,organization_id,organization_id,5
location_group,location_group,parent_loc_cd,child_loc_cd,5
long_blob_reference,note_phrase_comp,parent_entity_id,note_phrase_comp_id,5
long_text,corsp_log,long_text_id,long_text_id,5
long_text,rx_med_request,long_text_id,request_reason_long_text_id,5
long_text,shx_activity,long_text_id,long_text_id,5
long_text,surgical_case,long_text_id,postop_diag_text_id,5
med_cost_hx,prsnl,updt_id,person_id,5
med_dispense,order_product,item_id,item_id,5
med_identifier,fill_print_ord_hx,item_id,item_id,5
med_oe_defaults,price_sched,price_sched_id,price_sched_id,5
messaging_audit,long_text,msg_text_id,long_text_id,5
mic_abn_sus_result,mic_medication_range,abn_sus_id,abn_sus_id,5
mic_abnormal_list,mic_abn_org_response_code,criteria_id,criteria_id,5
mic_ang_automated,mic_order_lab,order_id,order_id,5
mic_ar_order,encounter,encntr_id,encntr_id,5
mic_interp_data,mic_interp,interp_range_id,interp_range_id,5
mic_ref_ang,mic_ref_ang_report,ang_id,ang_id,5
mic_req_rpt,mic_task,task_cd,task_assay_cd,5
mic_rpt_params,mic_req_rpt,criteria_id,criteria_id,5
mic_stat_sus_dc_ab,mic_stat_sus_dc_numeric,sus_dc_value_id,sus_dc_value_id,5
mic_stat_sus_dc_ab,mic_stat_sus_dc_result,sus_dc_value_id,sus_dc_value_id,5
mic_stat_sus_dc_param,mic_stat_sus_limit_tolerance,sus_dc_param_id,sus_dc_param_id,5
mic_stat_sus_group_numeric,mic_stat_sus_group,sus_group_id,sus_group_id,5
mic_stat_sus_group_result,mic_stat_sus_group,sus_group_id,sus_group_id,5
mic_task_detail_r,mic_valid_sus_result,task_component_cd,sus_type_cd,5
mic_valid_response_mbr,mic_valid_coded_response,valid_response_id,valid_response_id,5
mltm_product_strength,mltm_ndc_main_drug_code,product_strength_code,product_strength_code,5
mm_omf_mfg_item,object_identifier_index,mfg_item_id,object_id,5
nomen_cat_list,nomenclature,nomenclature_id,nomenclature_id,5
nomenclature,charge_mod,nomenclature_id,nomen_id,5
nomenclature,ref_cd_map_detail,nomenclature_id,nomenclature_id,5
note_phrase,prsnl,prsnl_id,person_id,5
object_identifier_index,mm_omf_item_master,object_id,item_master_id,5
order_catalog,prsnl,updt_id,person_id,5
order_catalog_item_r,prsnl,updt_id,person_id,5
order_dispense,clinical_event,encntr_id,encntr_id,5
order_laboratory,order_action,order_id,order_id,5
order_laboratory,order_serv_res_container,order_id,order_id,5
order_notification,order_review,order_id,order_id,5
order_product,medication_definition,item_id,item_id,5
order_radiology,encntr_loc_hist,encntr_id,encntr_id,5
order_review,prsnl,provider_id,person_id,5
orders,act_pw_comp,order_id,parent_entity_id,5
orders,charge_event,order_id,order_id,5
orders,order_dispense,template_order_id,order_id,5
orders,orders,person_id,person_id,5
orders,person,last_update_provider_id,person_id,5
orders,rx_med_request,order_id,order_id,5
org_plan_reltn,organization,organization_id,organization_id,5
organization,person_plan_reltn,organization_id,organization_id,5
